id,name
16,Bootleg CD-ROM
14,Bootleg Compilation Album
5,Bootleg Live Album
23,Bootleg Live Video
13,Box Set
4,Compilation Album
7,EP
12,Interview Disk
3,Live Album
22,Live Ballet Video
18,Live Concert Video
10,Mini-album
19,Music Video Compilation
11,Remix Album
6,Single
2,Soundtrack Album
1,Studio Album
24,Unathorized Video Documentary
20,Video Documentary
17,Video Game
9,Video Single
25,Movie
26,Promo Only Single
27,Promo Compilation
28,TV Series
